-0.268556 -0.183638 -0.383199 -0.395962 -0.311043 -0.379 -0.421432 -0.48088 3.20901 -0.408669 -0.17093 0.831185 -0.438394 -0.438394 -0.45541 -0.391707 -0.268556 3.20901 -0.200654 -0.438394 -0.268556 -0.158168 -0.421432 -0.366237
-0.31341 -0.309668 -0.33959 -0.264784 -0.320891 -0.343333 3.31472 -0.33959 3.31472 -0.249823 -0.30593 -0.238604 -0.350813 -0.302187 -0.253565 -0.33211 -0.309668 -0.264784 -0.276007 -0.31341 -0.302187 -0.238604 -0.309668 -0.350813
-0.280109 -0.230386 -0.364641 -0.140889 -0.300006 -0.250273 -0.280109 -0.30497 4.52321 -0.215473 -0.290057 1.35083 -0.359667 -0.324868 -0.125966 -0.280109 -0.155802 -0.170714 -0.180663 -0.414364 -0.314919 -0.190612 -0.280109 -0.419338
-0.252645 -0.35155 -0.328729 -0.19939 -0.362965 -0.35536 3.31169 -0.321124 3.31169 -0.260257 -0.332531 -0.264059 -0.321124 -0.302097 -0.180371 -0.340143 -0.35536 -0.302097 -0.336333 -0.317314 -0.343946 -0.15755 -0.324927 -0.313512
-0.286615 -0.227206 2.10845 -0.00521035 -0.505483 -0.471091 2.10845 -0.25535 2.10845 -0.461713 -0.54926 1.98338 -0.733735 -0.68371 1.16105 -0.477346 -0.633684 -0.474218 -0.639933 -0.608668 -0.467963 -0.755623 -0.614924 -0.618045
-0.260012 0.250432 -0.247216 0.071753 -0.336589 -0.898017 -0.260012 -0.846966 0.0845492 -0.400369 -0.22169 4.44862 -0.272742 -0.260012 0.224906 -0.898017 0.556672 0.50562 0.186651 -0.247216 -0.260012 -0.132385 -0.260012 -0.52793
-0.342845 -0.506798 -0.388597 -0.464866 -0.361901 -0.43435 -0.400035 -0.224645 3.08877 -0.449608 -0.361901 1.10606 -0.541112 -0.49918 -0.209387 -0.445788 -0.13314 0.568445 3.08877 -0.49154 -0.342845 -0.49918 -0.567808 -0.18651
-0.136067 0.030901 -0.323204 -0.229686 -0.169481 -0.176204 -0.276445 -0.309758 4.70049 -0.256377 -0.0492719 0.358215 -0.48345 -0.476827 -0.343172 -0.169481 0.184524 -0.156136 -0.162858 -0.490173 -0.0492719 -0.229686 -0.356518 -0.430068
0.00608066 -0.522463 -0.449562 0.479939 -0.0850479 -0.0303762 0.0364523 0.400953 -0.540677 0.0971957 -0.121505 4.53202 -0.498162 -0.243005 0.41311 -4.51758e-06 -0.650034 -0.479934 -0.564977 -0.413105 -0.0243046 -0.607506 -0.431334 -0.303748
-1.05315 -0.0486954 -0.72439 -0.444349 -0.389636 -0.255657 -0.176584 -0.304377 3.97521 -0.176584 0.0426538 1.601 -0.949621 -0.870549 -0.103505 -0.0730552 0.170446 0.760978 0.590459 -0.767019 -0.261747 -0.328736 -0.164404 -0.0486954
-0.202163 -0.216987 -0.207507 -0.210986 -0.207205 -0.196769 -0.215525 -0.216028 4.79567 -0.217037 -0.203271 -0.211138 -0.216231 -0.219457 -0.202112 -0.208063 -0.211441 -0.187944 -0.197877 -0.219306 -0.199792 -0.215222 -0.197474 -0.21613
0.917827 -0.26327 -0.753768 -0.639361 -0.698899 2.13486 -0.80819 -0.198936 -0.849821 -0.78504 0.760765 0.313753 -0.517792 -0.83134 0.00679205 -0.565051 -0.102499 2.95784 0.431102 -0.922661 0.76505 -0.823346 1.21251 -0.74053
